Dates,Scores,Reviews
Oct 5 2023,positive,one of the greatest pieces of cinematic art i have ever witnessed
Sep 30 2023,positive,keeps going strong after the first
Sep 18 2023,positive,excellent casting and musical score
Sep 17 2023,positive,loved every second have a blast every time i watch they did not loose as much of the story from the books in this movie the only thing that is off is the orcs and uruks are larger and scarier in the films but that is understandable
Sep 16 2023,positive,incredible amazing awesome
Sep 7 2023,positive,fantastic film could not recommend enough the battle for helms deep is my alltime favorite fantasy battle
Aug 27 2023,positive,with new alliances strengthening friendships unpredictable encounters and epic battles the second lord of the rings installment effectively turns up the heat on the building adventure
Aug 25 2023,positive,a launching worthy sequel
Aug 20 2023,positive,great action great special effects very good acting and the music is out of this world the story brought a little tear to my eye more than once and made me laugh several times    in short amazing i cant think of anything i dislike   making the second film in a trilogy this engaging and breathtaking is an inspicering achievement
Aug 13 2023,positive,the entire lord of the rings trilogy is easily the best adapted franchise ever made so entertaining and visually appealing
Aug 11 2023,positive,this trilogy is just so great in every way
Aug 4 2023,positive,even though this movie is only number two in the trilogy it can still stand alone as its own movie i defy anybody who thinks this is a bad movietrilogy dont take it from me im not a critic just google lord of the rings  see the endless list of awards it rightfully received i never liked medievalfantasy in the slightest until lord of the rings if you havent seen the trilogy shame on you you are cheating yourself
Aug 2 2023,positive,i can really see why everyone loves this movie because i certainly do enjoy it
Jul 30 2023,positive,a fantastic adaptation of the excellent book film making that continues to hold up even 20 years after it came out with brilliant writing
Jul 23 2023,positive,the sequel continues the epic journey with breathtaking action unforgettable characters and a thrilling narrative that leaves viewers on the edge of their seats
Jul 22 2023,positive,what is there to say about lotr that hasnt been said before despite being my least favorite of the trilogy it sets up everything perfectly for the ending  a master piece
Jul 22 2023,positive,if you havent watched all 3 at least once yet you are waisting your life why are you reading this go watch the movies do it now all three now right now watch the extend cut after you watch the three do it you wont spend the 9 or 12 hours in a better way your reading reviews on rotten tomatoes youre just gonna waste it watch the movies now
Jul 21 2023,positive,greatest movie trilogy ever made
Jul 18 2023,positive,one of the best films i have ever seen
Jul 15 2023,positive,the final battle really done it was also really fun watching gollum andy serkis is just a treasure that needs to be protected filming at its peak
Jul 4 2023,positive,a masterpiece of film but just off a little from the novels still a fantastic movie overall
Jul 3 2023,positive,must watch best trilogy of all time
Jun 30 2023,positive,greatest trilogy of all time
Jun 29 2023,positive,really good i love this one
Jun 22 2023,positive,someone said that a secuel is never better than the first part well this is not the case this secuel is just amazing great sms and of course that battle is mindblowing
Jun 21 2023,positive,amazing characters great progression and excellent retelling of a classic novel so good i bought the extended edition which imo is absolutely worthwhile for all the little bits of immersion
Jun 16 2023,positive,absolutely spectacular
Jun 12 2023,positive,no explanation needed just watch it
May 31 2023,positive,love all the movies in this series  some of my top movies to see before you die for sure
May 29 2023,positive,best trilogie of all movies  best adaptation of tolkien works  best fantasy movies
May 27 2023,positive,perfect simply a top shelf
May 26 2023,positive,another masterpiece in the lotr trilogy every thing that was perfect in the fellowship carries over into this film the excellent cast has new additions that are just as perfect as the actors in the previous film viggo mortensen elijah wood and sean astin give solid and emotional performances and new members andy serkis gollum and bernard hill theodon steal the scenes theyre in like in the first film the practical make up and effects for all the orcs are great and really well done and the visual effects were great for their time and still hold up really well today the battle at helms deep is one of the greatest battles in film history overall this is a perfect follow up to a perfect film in a perfect trilogy
May 23 2023,positive,lotr trilogy are three of the best movies ever made
May 17 2023,positive,great film and greatest trilogy
May 16 2023,positive,i loved this movie a must watch for sure
May 16 2023,positive,this movie carries you from movie one to movie three but it does it so splendidly as to outshine both this is the good part of lord of the rings the characters have been introduced the stage has been set and now you can sit back and watch them be epic or funny or heartwrenching every character is so compelling and every scene is filled with purpose this movie lights a beacon that might never be surpassed by another adaption of jrr tolkiens work
May 15 2023,neutral,its okay great writing decent pacing but very boring
May 15 2023,positive,entire lord of the rings series 1010
May 5 2023,positive,this movie just like the predecessor truly is a masterpiecethere is not one scene that does not contain any meaning for the movieall three films have an amazing opening in their own wayin the first we get the exposition dump but it is shown aswell as told in a beautiful flashbackthe second films opening is personally my favorite it shows gandalf who died in the first fighting a fire and shadow demon what more could you haveand the third has a origin story for a fan favorite characterthe battle of helms deep is and will remain the best on screen battle in film history it is build up so masterfully that it honestly never gets boringmust watch for all best 3 hours of you lifeuntil you get to the third
May 4 2023,positive,the greatest 02 hours and 59 minutes ever
May 1 2023,positive,i love all the lord of the rings sagas especially this one
Apr 17 2023,positive,a perfect film trilogy worth watching for sam alone amazing
Apr 17 2023,positive,while this is not perfectly accurate its still really good and is and always will be the best lotr adaptation  anyone who decides to make a new adaptation of tolkien needs to rot in hell for all eternity
Apr 17 2023,positive,good film once again not as much happened compared to the other films but was better than the first film and getting ready for the last film
Apr 13 2023,positive,lord of the rings the two towers expands on the world of tolkien whilst still capturing everything that was loved about the first film
Apr 7 2023,positive,this trilogy is the kind of thing amazon can only dream of making but never succeeding
Mar 21 2023,positive,truly one of the best stories ever told if not the best everything and i mean everything about this movie is incredible  such beautiful scenery and sets an incredible score by howard shore excellent acting and effects i could not recommend this more double thumbs up 2010 stars
Mar 17 2023,positive,an incredible and epic odyssey
Mar 16 2023,positive,its sooooo brilliant this trilogy is the best there is still i need more  xx
Mar 12 2023,positive,its a lord of the rings movie so i think it was great but it is my least favorite of the three
Mar 7 2023,positive,this is my least favorite of the trilogy but thats like having the dullest gold medal it just seems like the first 23 of this movie is where the story starts to get bogged down with extraneous dialogue scenes it still has all of the good elements of the other 2 as well as the introduction of some of the best cgi ever done in the gollum character the battle of helms deep is also an epic conclusion to the middle chapter that cant be forgotten 910
Feb 27 2023,positive,i give this film a 9000000 right just like fellowship and return
Feb 24 2023,positive,the second best of the trilogy which is saying a lot since watching this alone one would say its perfect the film arguably has the best battle in the franchise and perhaps the greatest supporting actor performance in history andy serkis gollumsmeagol it fits in seamlessly with the other 2 films likely due to the movies all being filmed at the same time and the flawless direction from peter jackson
Feb 24 2023,positive,anything less than a 5 star is just not acceptable this movie is amazing the whole franchise is amazing i wish it was the first time for me to see these movies again 1010
Feb 17 2023,positive,even better than the first one love these movies
Feb 14 2023,positive,almost perfect sequel that will make you cant wait for the final chapter
Feb 12 2023,positive,an absolute master piece one of the best trilogies of all time
Feb 10 2023,positive,i dont like how this movie changes a bunch of stuff about the war in rohan shortens distances and empties lands this could have been done better still compared to the amazonian disaster this is a masterpiece    tip watch the extended edition its much better than the standard one
Feb 5 2023,positive,still good but it moves kind of slow compared to the first movie
Feb 3 2023,positive,another fantastic adventure despite being the middle chapter
Jan 28 2023,positive,endlessly rewatchable iconic as ever
Jan 28 2023,positive,the ultimate and definitive epic
Jan 16 2023,positive,amazing adaptation id give it 100 stars if i could
Jan 16 2023,positive,a perfect followup to fellowship the two towers stands the test of time with brilliant characters gorgeous visuals and unforgettable action
Jan 14 2023,positive,this has the advantage of hitting the ground running but like most middle episodes if seen in isolation would be without a start or a finish jacksons staggering achievement is to bring tolkeins material to life in an epic way whilst retaining a clear understanding of the dense narrative and dynamic settings and cultures the cast is excellent and approach their roles with genuine authority the visuals are amongst the finest ever seen in cinema whilst the action setpieces continue to dazzle the finale battle for helms deep is jawdropping in its delivery at three hours the film still manages to grip the viewer throughout and skillfully sets up its audience for the final segment
Jan 13 2023,positive,whats to say that hasnt already been said great movie maybe better to watch in chunks
Jan 11 2023,positive,this is simply the best fantasy trilogy of all time so much care and passion went into this fantastic yes its a bit different than the books but it never  ever  changes what the story is about and what tolkien intened it to be you have a fantastic script spot on actors who give everything they have great visuals props and camerawork superp directing and one of the best scores ever written   i highly recommend the extended cut because it is even better than the theatrical cut
Jan 9 2023,positive,great follow up to fellowship love battle at helms deep a
Jan 7 2023,positive,i grew up with tolkien from reading him in grade school i am an old man now throughout the years i have seen all the cartoons listened to the books on tape played with the lead figures in the 1970s as an early teen etc back in early and mid 1970s there wasnt a ton of lor imagery and art it was mostly in your head this was before the dungeons and dragons explosion peter jackson did an excellent version of these books the characters look just like you imagined as a child reading the books the introduction of the female elf character in my opinion even enhanced the stories and was well acted i wished jackson had carried all this quality into the hobbit series that he made a little too much like a fantasy video game that was all over the place in parts but that said these 3 lor movies are excellent and anyone would be hard pressed to out do them for many many years to come
Jan 7 2023,positive,absolutely amazing helms deep is an awesome battle
Jan 3 2023,positive,writing  1010  acting  1010  cinematography  1010  costume design  1010  set design  1010  cgi effects 910  artistic vision 1010  adaptation ranking  1010
Dec 29 2022,positive,this is a movie that i could watch over and over and never get bored no fantasy movietv series could rival this trilogy especially the ones from the present
Dec 28 2022,positive,jackson manages to effectively condense the second part of the lord of the rings novel into a cohesive gripping sequel to fellowship the characters lore and story are all phenomenal
Dec 26 2022,positive,his sword fell off how is the movie not great
Dec 20 2022,positive,an all time classic one of the best sequels ever made the acting along with the character development is top notch across the board the special effects are phenomenal with a perfect balance of practical and digital effects the pacing is perfect along with masterful editing that effortlessly weaves between all the characters and new ones the anticipation built up for the end fight is excellent as well and delivers everyone should give this a watch
Dec 19 2022,positive,masterpiece no more words required
Dec 12 2022,positive,as good as the first one perfect writing and acting
Dec 3 2022,positive,911 reference  light 810
Nov 27 2022,positive,this movie is amazing   i am a lifelong fan of tolkien and this is a 90 wow
Nov 25 2022,positive,the best movie ever made with the best directing from peter jackson plus the best editing ever done in a movie also the best movie costumes ever designed as well as the best makeup and hairstyling ever done in a movie not to mention the best sound mixing ever done in a movie not only that but the best sound editing ever done in a movie and the best visual effects ever done in a movie
Nov 11 2022,positive,timeless movie  words cant even begin to describe how in love i am with this next chapter in the lord of the rings trilogy this one was one of my favorites to watch while growing up and this one also seems to have some of the best laughs that the trilogy has to offer the characters the locations the story line the musical scores the intensity in almost every scene the magic the battles both big and small everything about this next big step in frodos journey is so compelling and fantastically made peter jackson is a complete genius even the mysteries and questions that come from this one are very intriguing like what really happened to gandalf after his fall in the mines of moria and is he ever coming back is there still hope left for middle earth as the one ring is taken closer to mordor and mount doom can frodo and sam really trust gollum when they cross paths with him what will happen next now that the fellowship of the ring is divided and split into separate groups where is the next battle going to take place or even will the kingdom of rohan survive when they soon come under the line of fire and also will the memory of boromir still be kept alive after losing him in part 1 of the trilogy the list of questions and mysteries continues to go on and it all makes the story even more compelling captivating intriguing and fascinating that you can never help just going back for more if you havent seen this sequel to the first film yet whether youve seen the first film already or not than youre missing out on something fantastic and completely mesmerizing my sister and i will continue to watch this film long into our golden years and continue to love and treasure our favorite butt kicking boys and how amazingly they always work together legolas still for me and aragorn still for my sister even the actors behind the characters will continue to amaze us forever from elijah wood to sean aston to billy boyd to ian mchellen to orlando bloom to viggo mortenson to miranda otto to bernard hill to christopher lee to liv tyler to john rhysdavis the list goes on and on and we are forever impressed by all of them and the hard work they put into these kind of films with peter jackson behind the whole wheel after seeing the fellowship of the ring theres no doubt in my mind that youre going to love this sequel and all that it has to offer before the big and astounding conclusion in part 3 can anyone ever stop me from watching this film for the rest of my life no matter how old i get no not one and that is the truth for both me my sister and our family
Nov 8 2022,positive,one of the most amazing piece of art ive ever seen
Nov 8 2022,positive,one of the best movies ever made
Nov 4 2022,positive,immortal is the proof that human spirit can be elevated by art
Nov 3 2022,positive,this is literally the best movie of all time
Oct 31 2022,positive,amazing movie the actors are great and the cgi is good
Oct 27 2022,positive,new era of midle age movies
Oct 27 2022,positive,one of the greatest sequels i ever watched in my life the story is just too good to be true the movie alone is more goated i will never forget this and it is clearly a must watch
Oct 26 2022,positive,a master piece after watching the new series the rings of power i realized how well done the original trilogy was and how awful they made this new attempt forever grateful with peter jackson for making this
Oct 26 2022,positive,this is probably the best of the lord of the rings trilogy which is really saying something the story and action are nothing short of thrilling an absolute must see
Oct 24 2022,positive,great cast great adaptation great cgi i think gollum is the show stealer
Oct 22 2022,positive,i cant recall how many times ive watched this movie but whenever it plays on tv i dont care if i have school or work the next day
Oct 22 2022,positive,masterpiece of film making
Oct 22 2022,positive,over the top even after 20 years
Oct 21 2022,positive,loved it  enjoyed watching the books come to life
Oct 21 2022,positive,only a world masterpiece
Oct 20 2022,positive,rohirrim perfection  middleearth as it should be after so many years this movie and the whole trilogy rewatched one 1000 times and still my favourites by far thank you peter jackson and jrr tolkien
Oct 16 2022,positive,helms deep is perhaps my favorite movie scene of all time such a great movie in such a great series after forcing myself through rings of power i have a new appreciation for this movie and trilogy 
Oct 16 2022,positive,its very long buts its still very good
Oct 14 2022,positive,even better than the fellowship and the fellowship is almost perfect why couldnt they have a decent writer to work on the rings of power like they did for this
Oct 13 2022,positive,the technically flawless second edition of the lord of the rings trilogy is the best representation of the middle earth world available in this grand conflict between good and evil the characters offer the audience a lot to cling onto as well in this episode frodo and sam continue their search for moldor in order to destroy the ring and they are using technology to follow gollum who is portrayed by andy serkis we follow a few hobbits and their tree companions a few other fellowship members as they attempt to aid gondor in fending off its foes and the ascent of the wizard of gondorf in a few of the side stories the stories all flow together and have the same good against evil theme
Oct 12 2022,positive,i love the lord of the rings movies and 1978 version of the movie the best fantasy movie ever elijah wood playing as frodo baggins the best actor ever
Oct 9 2022,positive,pretty dark movie which left me feeling depressed but still well done biggest complaint is how it ended bc thats not what happened in the book it makes faramirs character different from the books
Oct 8 2022,positive,weakest out of the first 3 movies i just think like half of this movie was build up but it still had the really good action sequences that the first movie has
Oct 7 2022,positive,the battle for helms deep stands as one of the most exiting battle scenes ever
Oct 7 2022,positive,my favorite of the trilogy a masterclass in a hero takes a journey type films
Oct 5 2022,positive,the lord of the rings the two towers is an epic sequel to an epic predecessor and takes our favorite characters into a new adventure riddled with incredible action and memorable moments
Oct 4 2022,positive,really awesome movie the fight scenes are awesome and really well done
Oct 2 2022,positive,too many changes from the book important characteristics of important characters are either changed or forgotten and gimli one of the most formidable warriors of middle earth is constantly made to be the butt of jokes
Oct 1 2022,positive,ive had to watch this again to rinse the rings of power out of my mouth
Sep 26 2022,positive,seen in theaters at 7 pm and left at 1130 pm worth it
Sep 25 2022,positive,a classic fantasy at its finest
Sep 24 2022,positive,the best trilogy ever this 2nd title shows 2 wars and the struggle of the protagonist
Sep 24 2022,positive,best trilogy of all time
Sep 24 2022,positive,one of the best movie adaptations of a book a series of books i love to be done even the variations are well done elves rocking up to helms deep eg
Sep 23 2022,positive,looooooooooong but good moive if you have the time
Sep 23 2022,positive,now this is real tolkien
Sep 19 2022,positive,best of moviestv series collection
Sep 18 2022,positive,the lord of the rings trilogy is a cinematic classic with the two towers as a key entry in the series the extended version adds some wonderful moments
Sep 18 2022,positive,still a great movie after all these years
Sep 17 2022,positive,best one out of the three movies
Sep 16 2022,positive,epic timeless movie great composing of music and screen
Sep 14 2022,positive,the movie ages like fine wine a must see a profound depiction of human nature
Sep 12 2022,positive,a great sequel to the trilogy tolkien would be proud
Sep 11 2022,positive,this is probably my favorite movie out of the 3 its awesome to see a human dwarf  and elf in the original rpg party lol
Sep 11 2022,positive,one of the best movies of all time
Sep 11 2022,positive,the worst of the trilogy in my personal opinion still an absolute masterpiece though
Sep 10 2022,positive,a movie series that ended at the peak of film before going completely 100 cgi for literally everything and a movie you cannot make today under the current political climate that is obsessed with identity politics and diversity instead of delivering a superior product
Sep 9 2022,positive,my childhood was spent watching this and the other two movies over and over again and opened my eyes to the great writer and professor jrr tolkien a mustsee if you love fantasy this is the father of said genera
Sep 9 2022,positive,near perfect writing dialogue acting and action     despite not respecting tolkeins writings to the letter the movies stays faithful to the spirit of tolkain    the spirit of tolkeins world is unmatch and we will probably never see it portrayed better than in this original movie trilogy    god bless the people who made this  god forgive us for allowing tolkeins legacy to be violated the way it is in 2022
Sep 9 2022,positive,an amazing classic one of the greatest epic adventures of all time
Sep 8 2022,positive,after watch the tv version the movie version is full star
Sep 8 2022,positive,arguably the best tolkien project ever made the battles are epic and the character work is second to none great directing and writing very few flaws with pacing being the only thing that could have improved but not sure it actually would make the movie better
Sep 8 2022,positive,best trilogy of all time nothing else comes close
Sep 7 2022,positive,9510  really good
Sep 7 2022,positive,amazing    out of the 3 this would be my les fav but its still great seen over 20 times
Sep 6 2022,positive,greatest triology ever made the music is epic the acting is epic but to top all that the adaption is done with such respect to the source material that no other comes close one of my favorite of all time
Sep 6 2022,positive,its hard to believe given how great the 1st movie in the trilogy was that there was no drop off in quality in the 2nd film but there wasnt its every bit as good as the fellowship of the ring with the added bonus of the greatest battle scene helms deep in cinematic history
Sep 5 2022,positive,very good movie with an ending that leaves everyone very emotional with a great story it is difficult to go wrong
Sep 5 2022,positive,truly a turning point and pivotal moment for lord of the rings fans  this movie brought home so much love from the book that i could write a short essay and it wouldnt encapsulate how stunning everything became in a single film  it as if my imagination of the book was exposed on film
Sep 5 2022,positive,i had my doubts peter jackson could maintain the cinematic excellence and storytelling brilliance in this second installment of the lord of the rings trilogy but he does introducing more characters weaving in the lore and keeping up the pace after this film i knew without a doubt this trilogy was the greatest in movie history
Sep 5 2022,positive,one of the best pieces of fantasy ever created amazing practical effects and wonderful casting the mark of witch all other films are measured
Sep 5 2022,positive,best trilogythis second one is my favorite especially the extended version with the entstrees
Sep 5 2022,positive,masterpiece  its one of the movies that enjoyed the most
Sep 5 2022,positive,just watch it and be amazed
Sep 5 2022,positive,the movie was amazing an epic of its time which has stood the test of time
Sep 5 2022,positive,another all time great  i rank it slightly below tfotr myself but its still a toptier movie  those inclined towards a bit more action might even prefer this
Sep 4 2022,positive,amazing cant improve it
Sep 4 2022,positive,perfect timeless classic
Sep 4 2022,positive,beautiful and some really touching moments not as close to perfection as the other two but a mustsee nonetheless
Sep 4 2022,positive,my favorite of the trilogy
Sep 4 2022,positive,i adore this movie this is the best movie ever
Sep 4 2022,positive,great movie i watched it multiple times
Sep 4 2022,positive,best movie ever in history
Sep 4 2022,positive,it is simply perfect
Sep 3 2022,positive,i loved the two towers  the opening scene with gandalf and the balrog was incredible film making  really great film  there was just a couple of things that annoyed me but for the most part 5 stars
Sep 3 2022,positive,peak of cinema and the fantasy genere specifically i cant rank this movie against its two sequels but this must be my favorite movie trilogy of all times
Sep 3 2022,positive,rohan is one of the best shot sequences of the film the fact they built a whole town just for a few shots is amazing peter jackson for the win
Sep 3 2022,positive,its hard to beat this trilogy i could watch it over and over 1000 times
Sep 3 2022,positive,about as good and as close to the lorebooks as youll get  a must see film
Sep 3 2022,positive,phenominal enough said
Sep 3 2022,positive,my absolute favorite of the three fabulous movies gritty middle earth and pays respect to the books
Sep 3 2022,positive,perfectly captures tolkiens world
Sep 3 2022,positive,although they added elves at the battle of helms deep this is still 5 movie
Sep 3 2022,positive,its just amazing the good old times where content was not destroyed woke politics
Sep 3 2022,positive,another wonderful adaptation a few gripes with regards deviations from the book but overall 5
Sep 3 2022,positive,an amazing continuation of what fellowship set up the plight of the people of rohan is masterfully executed
Sep 3 2022,positive,timeless masterpiece
Sep 3 2022,positive,masterpiece of film making
Sep 3 2022,positive,watching the first rings of power episode made me come here i stopped watching halfway through and put on peter jacksons trilogy instead
Sep 3 2022,positive,the original the best the only
Sep 3 2022,positive,best trilogy ever its a shame hollywood is compelled to ruin tolkeins work
Sep 3 2022,positive,watch the extended version its even better
Sep 2 2022,positive,the liveaction film ive seen more times than anything else and for good reason
Sep 2 2022,positive,great cinematography great actors held true for the most part to tolkiens books
Sep 2 2022,positive,it is 13 part of my soul
Sep 2 2022,positive,my favorite movie i see it every year
Sep 2 2022,positive,this is the second film in the trilogy that sets the standard for what a great adaptation of a book should look like sams speech at the end is unparalleled in film to this day
Sep 2 2022,positive,the greatest film trilogy that has ever been made
Sep 2 2022,positive,third best movie ever made
Sep 2 2022,positive,i love this trilogy it shows respect to tolkiens work in contrast to the new tv series coming out these days
Sep 2 2022,positive,epic the only true visualisation of lotr  my favourite film ever
Sep 2 2022,positive,20 years on and gollum still looks and feels real absolutely incredible achievement
Sep 2 2022,positive,beautiful adaptation   faithful to the books   loaded with action and incredible special effects  sure they made the compromises but overall it sticks to the originals and provide a very good view of the i imagined while reading the stories
Sep 2 2022,positive,as much as love this adaptation im sad that no one will ever be able to present the lore in raw form as many tolkien fans i had much to say about this back when it came out but after 20 years i still watch it as if im seeing it for the first time unbothered by the changes peter jackson made to the story and things he didnt consider important like the singing it will be forever remembered as the one and only master piece
Sep 2 2022,positive,phenomenal movie from a must see trilogy absolutely captures the heart and soul of tolkiens beautiful world
Sep 2 2022,positive,improving on its errors in every way possible the lord of the rings the two towers is a perfectly paced film with its spectacular performance especially gollum and his cgi capture
Sep 2 2022,positive,the best movie for me
Sep 2 2022,positive,a great sequel how rare is that
Sep 1 2022,positive,the second part is at the same time the second best part of the trillogy and thus also a masterpiece that is unparalleled
Aug 31 2022,positive,this movie is the second within an classic masterpiece the trilogy is my absolute happy place i can just put the movie on and get transported to middle earth and forget all my troubles for a couple of hours no matter how many years go by this movie and the trilogy is timeless and a beauty to behold not only because of the outstanding actors and actresses but also due to the love pj has put into the movies it doesnt feel like youre watching a movie its like a portal opens up and you can directly peek into middle earth yourself
Aug 30 2022,positive,i still watch the lotr trilogy at least once a year absolutely brilliant trilogy
Aug 29 2022,positive,what a fantastic movie  from start to finish the movie captivates you in the moment the cgi editing is on point the acting is stellar and pace of the movie moved very well
Aug 25 2022,positive,the sequel is about just as perfect as the first the battle of helms deep is spectacular in this movie and the whole movie ending with this battle just feels so complete we see gollum for the first time in a lord of the rings movie so he is interesting and crazy this movie is another perfect installment
Aug 22 2022,positive,a film for the generations highly complimentary to the books and represents everything the new rubbish rings of power isnt
Aug 21 2022,positive,this movie is epic and it shows the magnitude of the humans will
Aug 19 2022,positive,i always thought this would be impossible to make in to a film somehow jackson made it work brilliant middle movie to the greatest fantasy films ever made
Aug 18 2022,positive, ratings categories   characters 9510  cinematography 1010  plot 1010  acting 810  pacing 9510  94
Aug 18 2022,positive,masterpiece  my second favourite lotr film
Aug 13 2022,positive,how do you judge a great movie every time you flip by it on the tv you stop to watch it  even though you own the dvd and can stream it for free
Aug 5 2022,positive,i love this trilogy so much some of the best characters ever
Jul 25 2022,positive,a must see to anyone who respect themselves
