Dates,Scores,Reviews
Mar 24 2024,positive,the movie is highly entertaining with a completely different spin and origin story from the original classic marvel character i didnt read any of the critics reviews and i just watched the film as is which kept me engaged from start to finish it has a lot of potential and i will definitely want to see a sequel
Mar 24 2024,neutral,this movie was just a bad superhero movie is it fun to watch sure am i going to watch it the second it hits a streaming platform no shot its rushed theres serious jump cuts that sort of dont make sense and the acting is not the best ive said it once and ill say it again its a good family date night at the movies movie but really nothing more than that itll get lost in the mix of superhero movies like the incredible hulk did 
Mar 24 2024,negative,are you kidding me with anything positive about this movie  i think about how many people are starving or going without just so some rich turds need to launder money and make it seem like they tried to do the right things with it seriously if you can make it through the first 5 minutes of this movie and not be able to tell me what you see stopping with it your either blind or your being paid by the ones who made ita 5 year old with a phone can make a better movie with a better story line playing with moms k    itchen utensils stop making movies just because you need too pay off your parents debts
Mar 24 2024,positive,it could have been better  its a good story but its missing a touch
Mar 24 2024,negative,movie was brutal lackluster acting and plot made this the worst movie of the year for me
Mar 23 2024,neutral,i personally didnt think this movie was bad but i think it could have been better there are other marvel movies id rather watch than this
Mar 23 2024,negative,considering who directed and wrote the screenpla maybe the movie is not so naive and stupid and if intend it to be only for teenage girls was the intention just to target a female audience with a female director with female leads  during that time teenage boys will be watching power rengers
Mar 23 2024,negative,this movie was absolutely horrible in most every way do not waste your time
Mar 23 2024,positive,im perplexed by the backlash towards this film in my opinion madame web is a commendable movie that deserves recognition from start to finish it keeps you engaged and entertained
Mar 23 2024,positive,i really enjoyed this movie honestly i think people who didnt have unrealistic expectations of superhero movies especially an origin story superhero movie it was entertaining the characters were enjoyable i overall really liked this movie and im definitely hoping for a sequel
Mar 23 2024,positive,fans of the spiderman universe might be surprised by the lack of direct connection to established characters but the film does offer subtle nods to the webslinging hero if youre looking for a superhero movie with a unique protagonist and a focus on building a new world madame web might be worth checking out however keep in mind that the film has slow pacing and lack of action
Mar 23 2024,positive,i know we all know the story but visuals nd telling r awesome a simple story makes my day a superb i want the team back in another chapter in future absolutely  great love it a
Mar 23 2024,negative,madame web did not pull a successful attempt on making this a solid film for the positives the main lead casts did a good enough job on playing the characters however the characters werent very likeable and its also because of the poor unsatisfying dialogue that they received makes the film feel very weak this was in some ways entertaining but stale
Mar 23 2024,negative,madame web attempts to blend supernatural elements with a thriller narrative but falls short on multiple fronts while the soundtrack featuring 90s music is a standout positive the film struggles with a lackluster story that feels uninspired and disjointed dakota johnsons performance doesnt manage to elevate the film leaving viewers questioning her role in the overall narrative flaws despite a runtime of less than two hours the pacing drags making the experience feel much longer adam scotts performance stands out as one of the few redeeming qualities but overall madame web fails to deliver a compelling or engaging cinematic experience
Mar 23 2024,negative,audiences at the movie theatres should be compensated well for this work of garbage the storylines make absolutely no sense whatsoever worse yet the whole dejavu thing is hilarious they dont even connect madam web visions oh wait now she travels back yeah even kids would want to be bribed to watch this pathetic production
Mar 23 2024,negative,this was so bad i kept notes throughout to make sure i didnt forget the numerous cringe worthy parts
Mar 22 2024,negative,another film in sonys hit and miss scu this is one of the bigger misses    thats not a knock on some of the cast sydney sweeney isabela merced and celeste oconnor do well what what theyre given but that honestly isnt a lot it definitely felt like they wanted this to kick off a franchise of its own but thats never going to happen so its wasted some potential there    the story is just poor the villains motives are stupid the final act is decent but its a slog to get there i wouldnt recommend it unless youre either a completionist when it comes to comic book movies or you just enjoy bad films
Mar 22 2024,negative,an insult to the spiderverse how anyone involved in the making of this disaster thought it would be ok to release it to the world is beyond me
Mar 22 2024,positive,as an action fantasy it was still watchable  we didnt expect much from ms johnson and that helped  the major negatives were the three young girls two of which were pretty insufferable  could do worse
Mar 22 2024,negative,if i could give it zero stars i would
Mar 22 2024,positive,its a nice movie why such low rating dont trust rt
Mar 22 2024,positive,firstly dakota fanning was a poor choice for the main role she didnt seem to have any empathy with the role she played and just otherwise seemed to be there to collect a paycheck she doesnt seem to know anything about marvel based on an interview i saw and could really have cared less also dont be deceived there are no madame web comics she is just a character that has appeared in a few issues of the spiderman comics they never really established the hero characters of the three young girls and it was super silly to include ben parker spidermans uncle and surrogate father as well as the whole birth of peter parker its just another superhero movie that draws on way to much of the spiderman universe lore to make it anything truly tangible and worthwhile
Mar 22 2024,negative,madame web is a comic book film that has a convoluted story with little to no stakes its final act is lackluster and borderline confusing
Mar 22 2024,negative,i was scare to go watch the movie ive seen all the critics and i was like  alright lets see if its true or not  and unfortunately it is the trailer for this movie doesnt really showcase what the movie is suppose to be about it was tolerable at the beggining but i was cringing a lot the moment mme web goes to peru is when the movie became horrible and laughable nothing makes sense at all theres details missing that make it seems like its all a joke the ending needed to be longer and more explained
Mar 22 2024,negative,madame web is an extremely stupid and mediocre film if it hadnt been there nothing would have changed no expansion of the sony universe everything in the first trailer looked like an interesting and dark superhero movie with realities although we got clowning
Mar 22 2024,negative,saw my first bad movie of 2024 the dialogue was awful the villain was a bad cw side villain why was he wearing a spiderman suit dakota johnson and sydney sweeney cant act but wow sydney sweeney was hot af i fear for kraven and venom 3 now this makes the fans even hate marvel more  how did we not get a tobey maguire 4 or a andrew garfield spiderman 3 but we got this pos  310 only reason i give it a 3 is i like mike epps and adam scott
Mar 22 2024,negative,it was underwhelming and that is saying a lot coming from me the cast was good but the story was all over the place
Mar 22 2024,negative,terrible absolutely terrible
Mar 22 2024,positive,very entertaining and i loved all the characters i hope they make a sequel or spinoffs
Mar 22 2024,positive,love it i really enjoyed it cant understand why it was a horrible movie because it didnt feel horrible to me
Mar 21 2024,positive,my pikachu our trainer and her boyfriend watched and we all loved it and we see how this movie is obviously connected to the spider man homecoming franchise  is actually one the biggest surprises by far and our favorite marvel flim of this year at that   my rioul  taichi  so if your a fan of spider man andor marvel in general its worth watching once to actually see its inner beauty andor to actually have your opinion on it but it will still be a fantastic roller coaster ride of flim and with that we give this one the animat seal of approval for his sake as well not for ezeekle though to animat along with cassy and her family which will show more depth of whats yet to come in the spider man cinematic universe when knowing first what really happened during that they were peter parker became the hero spiderman  not ezeekle sims obviously  that we all grown to love our entire lives in marvel   story 8510  visuals 1010  characters 910  overall 9510
Mar 21 2024,negative,holistically rough at no point did i feel intrigued or invested in the story the plot the characters development of the characters was haphazard and sloppy if you consider it existing at all
Mar 21 2024,negative,lawd wth is this nonsense   someone said dakota johnsons performance was like watching a plank board trying to emote i almost died laughing because literally  that   who cast her in this role   the whole movie played in the background while i did everything but watch it sooooo boring and disjointed and boring
Mar 21 2024,negative,the script was terrible it was cringy to watch the villain was mediocre and scenes were followed terribly i feel bad for whoever put money on this movie
Mar 21 2024,negative,this movie is simply trash
Mar 21 2024,neutral,not a bad film i did appreciated marvels bad films because i like watching bad marvel films because to me theyre better than highlygrossed films madame web could use extra homework assignments dakota johnson  sidney sweeney are both horrible actors choice and characters developments dialogue and adr was putting ice on a frier machine at a fast food restaurant the villian wasnt so bad could use some work with his homework assignments overall experience was decent not the best but hey at least marvel tries is best with cg which they did i found that fascinating
Mar 21 2024,positive,i think the movie was good i dont understand the hate towards it
Mar 21 2024,negative,very weird idk so confusing   sometimes it was so bad i just had to skip forward  i didnt even understand the whole plot of the movie nothing really made sense very weird dialogue and bad cgi  but low key entertaining in a funny bad way though
Mar 21 2024,negative,horrible writing and except for madame web the other never get powers so they just run away the whole movie
