Dates,Scores,Reviews
Mar 6 2024,negative,overall this movie is bad but not funny bad the first thing one notices right away are the very unnatural cheesy dialogues that seems to spawn out of the blue then the acting even the main character is really bad maybe they had a really tight budget because they spent everything on visuals which is the only somewhat decent thing in the movie the plot is also fact paced and confusing with many unnecessary details that do not make any sense they use a lot of speech to fill in the gaps but it is not enough and it comes off weird if i have to read the book in order to understand the movie its not a good movie i had to quit halfway because it wasnt fun conclusion rotten do not watch unless you want to waste your time especially if you liked the book
Mar 6 2024,negative,not zacks best work at all i dont want to spoil anything for those who havent seen it but if you watched any scifi of the last 50 yrs you have seen this mess some good actors but a lot of over acting too in strange scenes not edited well
Mar 5 2024,positive,this was a cool movie low score likely from excess of expectations 
Mar 5 2024,positive,i honestly didnt see why everyone was bashing the movie the way they did was a decent action movie with a good special effects for a straight to tv movie yes some of the characters are cliche but you cant be too original now because everything has pretty much been done already id say watch it for yourself before casting judgement and formulate your own opinion on whether or not its a good movie
Mar 4 2024,negative,those were 136 minutes of my life i will never get backsuch potential perhaps the only thing were the special effects everything else was so purely done from the script to the acting to the storyline 
Mar 3 2024,negative,god this movie is awful  the cgi and the action is good but the rest  the characters are boring and forgettable and they are a copypaste of other characters  the villain is the most generic bad dude you could see in a movie  its a ripoff of dragonballstar wars and harry potter  i still ask to myself how snyderbozos like movies like this
Mar 2 2024,positive,it has beautiful scenery and effects the antagonist really leaves an impression the protagonist leaves us wondering a bit  to be honest it feels rushed at some points so its not easy caring about some characters but its a cool actionscifi movie overall  i went in with no expectations and was surprised so give it a chance if you like the genre and do the same if youre looking for something life changing and extremely mind blowing this one might not be for you though
Feb 27 2024,negative,an absolute mess a hodgepodge of the worst scifi elements all in one film
Feb 26 2024,negative,worst waste of perfectly good effects since ad astra why not take one of the great scifi plots radch with a similar setting and make an awesome movie
Feb 25 2024,negative,this is unbearable garbage  23 of the movie is slo motion and the other third is lens flares    i am baffled on how you can rip off so many plot points from other franchises and yet end up with a nonsensical plot
Feb 25 2024,negative,absolute trash in every way just horrible i cant believe theres going to be a second part to this i wont be wasting my money on it again
Feb 25 2024,positive,i enjoyed it looking forward to the extended cut which tends to be snyders bread and butter
Feb 24 2024,negative,garbage i feel sad for all the artists the time and effort to produce this visually just to have the dumbest story i have ever heard     this is my first review of anything ever this is how upsetting i found this garbage
Feb 24 2024,positive,the movie had good visuals and good storyline
Feb 24 2024,positive,as the beginning of a story rebel moon hits all the marks it aims to its a film that wears its influences on its sleeve and still manages to provide a few surprises along the way in particular the films handling of major themes like colonialism and empire are topnotch providing a grounding realism to what could have been simply a flashy space adventure
Feb 24 2024,positive,the first hour felt interesting enough  the second hour felt generic and ultimately not very satisfyingcompelling
Feb 24 2024,positive,it tries to create this big world but gets rushed and ends up to be flat  in summary its a chain of quick quests to get new companions so you can fight the final boss
Feb 24 2024,negative,theres a lot of potential in rebel moons universe but the haphazardly handled mess of a story proves to be a dumb ride from planet to planet in search for a team to fight a battle that never takes place in this movie anyway
Feb 23 2024,positive,i was thoroughly entertained good vs evil i watched it for entertainment only not to pick it apart
Feb 23 2024,negative,slomo more slomo slomo agian it was literally only slomos fight scenes were really bad animals well animated robots having to much of human movement no one asked for backstory got it anyway exact the same scenes from hp star wars etc good plot
Feb 23 2024,positive,the more i watch the better it gets
Feb 23 2024,positive,enjoyable film loved the action and visuals looking forward to part 2
Feb 22 2024,positive,visually stunning but the story plot does need some work all in all i actually quite enjoy this movie honestly dont get why it get so much hate starting to think it got reviewed bombed pay for by disney to keep their starwars franchise on top
Feb 21 2024,positive,despite the vitriol it received i oddly found some enjoyment in this film its concept may not be original but the cgi effects managed to shine hinting at a potential for redemption in the upcoming sequel
Feb 21 2024,neutral,nothing is special about this film and a handful of moments like an acting performance are terrible this was part one of a twopart story well see if i see the second part what i know is that i dont have any investment in the characters
Feb 21 2024,positive,so happy i got to see this in 70mm after a slow start once the movie kicks into high gear it never lets up sofia is a star and a great lead the other characters couldve been more fleshed out but still do enough to be memorable cant wait to see the sequel and the extended rated r cuts
Feb 20 2024,positive,great visual effects pretty trash acting but i think its more due to poor lineswriting and attempts to make scenes grandiose and significant and sooo much slow motion all in all its pretty cringe to get through
Feb 20 2024,negative,omg i cant stand watching scenes in slow motion anymore other than that the movie is only beautiful thats it
Feb 20 2024,positive,didnt blow me away was good to watch worth its time
Feb 20 2024,negative,uggh  this is not an homage to star wars but rather a dull mockery of it so many stolen ideas but even worse so very very boring none of the characters are developed and one feels no investment in any character honestly i was rooting for the bad guys to use their death star spaceship to blow up everything so that the movie would end alas no such luck
Feb 19 2024,negative,this had a lot of potential but the best character in the film is the villain if the film had a longer run time it couldve had the opportunity to flesh out the characters further as you get no time to develop any care for them
Feb 19 2024,negative,this film was lame flaccid boring and had really bad acting i had to stop watching after 45min dont watch unless youre so bored that this couldnt possibly bore you any further
Feb 19 2024,negative,this is literally the worst movie ive watched the last 10 years please dont make a sequel
Feb 19 2024,positive,movie visually wow scenery colors tones depth use of slow motion action scenes look pretty good better with some then others story was basic but that is ok most movies take from others n combined and rename etc i would easily recommend this movie which i hope turns into a universe of its own n competes well with rated r n pg13 titles id love for zack to get a world to display his talents because they r so amazing n this movie shows it omg if u thought light sabers were cool this movie does it way better so stop reading and check it out emerge urself into the world of rebel moon u wont want to leave i promise
Feb 19 2024,positive,i liked it the visual effects are amazing and acting is very good although the storyline seems to be borrowed in parts from different movies such as star wars it is grand epic has a twist and certainly is entertaining the good wins over the evil at the end and thankfully no animals were killed in the process good movie and look forward to part 2
Feb 19 2024,positive,really solid movie i know that due to hype and other factors some had really high expectations but this movie exceeded my expectations 10 out of 10 will watch it again right before part 2 comes out
Feb 18 2024,negative,poor dialog poor character development and even poor action scenes
Feb 18 2024,positive,fantastic fights  female protagonist  whats not to like  simplest dialog i will admit but the fantastic visuals are holding all of your attention anyway  i hope everyone who loves a rebel joins me in watching this exciting movie i cant wait for episode 2
Feb 18 2024,positive,entertaining its like if star wars and dune had a baby
Feb 18 2024,positive,i thoroughly enjoyed this film as a fan of star wars its a big reason why i enjoy it i understand for some it feels like a blatant ripoff in a lot of aspects but i think it still does a good job at being its own thing and having its own unique creatures etc the constant slowmo shots were very repetitive and annoying and would constantly take me out of what was happening but its still a fun movie not the greatest thing ever but also not as bad as people make it out to be really like the main character and im excited to watch part 2
Feb 18 2024,positive,i liked the plot characters were badass effects were decent dark tones and atmosphere i liked the different alien and costumes bad guys were your typical space nazis and the main antagonist has a face that screams punchable
Feb 18 2024,negative,too bad this film couldve really been something interesting
Feb 18 2024,positive,too bad its so cliche and predictable set pieces can be fun at times
Feb 18 2024,negative,this movie was a potential star wars script abandoned adopted and adapted its a dei mess of a movie with zero character development plot line or focus most of the main characters dont even have lines for roughly thirty minutes of the movie the only thing missing from this absolute disaster of a movie is a heist montage to the tune of a rick and morty satire
Feb 18 2024,negative,put in a blender  star wars blade runner the man in the high castle frankenstein and all the other basic clichés of movies and voilà rebel moon 
Feb 17 2024,negative,why even on a part 2 the sound was great other than that a cheesy film with bad acting and directing
Feb 16 2024,negative,you can call this movie war because it too is good for absolutely nothing
Feb 16 2024,negative,if you like slow motion shots then this will be for you as every other shot is a slow motion sequence there were even slower motion moments within slow motion shots  appears if there is a directors cut that kept all the charachter development to itself charachters killed off with the music in the background trying to bring some emotion it seems but we dont know why as a viewer that we should care as dont know anything about them other than they turned up 10 minutes ago with a big build up to it  i am a big fan of the genre but think i will give the sequel a miss
Feb 16 2024,negative,devoid of creativity humor originality and entertainment value as soulles as if it were generated by an ai chatbot
Feb 16 2024,neutral,great cast some great actors in the film i think instead of two part it definitely shouldve been compressed into one movie with a load of the unnecessary scenes cut out they attempted to make some epic character introductions which felt pretty cringe    parts of the movie had literally no impact on the overall story apart from being filler why the heck are some characters speaking in an irish accent the plot twists were mediocre and overall progression of the film was disappointing    its not something you should go out of your way to watch however i will give part 2 a watch as hopefully its a slightly better than part one
Feb 15 2024,negative,extremely slow paced with way too much slomo shots and terrible dialogue feels like star wars meets gladiator but nothing but the boring parts this movie is a skip for sure
Feb 15 2024,positive,good story line great acting will  definetely watch next one 
Feb 15 2024,negative,frankensteins monster of all of scifi movies from last 3 decades
Feb 15 2024,positive,i enjoyed watching this movie more than the star wars movies i hope this movie will be even better in the second part
Feb 14 2024,negative,when you are counting the minutes to get to the ending  the best part of this movie was the credits
Feb 14 2024,negative,it was like watching a bad remake of the magnificent seven only with 4 or 5 of them and quite cartoony as well i expected a science fiction movie and i saw a western
Feb 14 2024,negative,its a terrible version of star wars with a shallow plot characters without any charisma excessive clichés no originality poorly done visual effects  a waste of time
Feb 14 2024,negative,no ideastotally ugly
Feb 14 2024,positive,this scifi action movie was pretty good sofia boutella michiel huisman charlie hunnam ed skrein and the rest of the cast did a pretty good job in this movie the plot of the movie was actionpacked dramatic and thrilling its about fighting against an enemy that wants to destroy everything if you havent seen this movie yet check it out sometime its not great but its still worth it
Feb 13 2024,negative,well its better than the last two star wars filmand the only reason why this film is better than those is because this film is its own universe and they are not breaking established lore this film would be better as a tv series since they can develop the characters and their stories a lot more than a movie can
Feb 13 2024,neutral,really good visual effects but the story was hot garbage and left me feeling disappointed tbh
Feb 13 2024,negative,dumb derivative unoriginal and all too serious about it
Feb 13 2024,negative,i was excited for this but it was really really bad aside from a one good action sequence the acting story and cgi was kind of pathetic 
Feb 12 2024,positive,it was actually really good the story made sense and the graphics were a chefs kiss i like the idea of space bounty hunters and a medieval space war type thing i highly recommend seeing it 
Feb 12 2024,negative,terribly boring i couldnt even finish 60 minutes of this movie and ill watch anything  dont waste your time  watch the local news instead
Feb 11 2024,positive,has awful pacing but has amazing visual effects and great characters
Feb 11 2024,neutral,completely lacking in originality and personality but entertaining enough scifi action and drama with a dark and serious setting  the interplanetary settings and cgi mostly look good as did the frequent action scenes even if the amount of slowmotion was bordering on excessive  the plot is your typical child of destiny starting a rebellion to take down the space nazis by recruiting a multicultural team but the acting felt awkward rather than dramatic and the lower age rating made it feel a bit tame  hopefully the next film will add some depth to the characters and explore the interesting seeds such as the robots humanity
Feb 11 2024,positive,this was such a fun riveting watch not sure why the rating was so low but i enjoyed it
Feb 11 2024,negative,this is a movie depiction of the word bloviate    look it up  its a real word
Feb 10 2024,negative,its nice that im all the scifi to offs and the jarringly dull slow motion action sequences they still found time to rip off harry potter and tame a griffin with a different director and editor this could have been entertaining
Feb 9 2024,negative,bang bang boooom ptow ptow ptow boooom and in slow motion booooooooooooooom noooooooooooo bang boooom    and thats the best dialogue in the film
Feb 9 2024,negative,i like the robot too much slow motion stop idolizing allllllll of the characters
Feb 7 2024,positive,this movie lacks in early character development but doesnt disappoint with a healthy supply of action and plot events  i think it is easy to dock the movie for the early lack of plot but it also must be remembered that this is part 1 and if part 2 delivers the same amount of action and build upon the lackluster story it might blossom into what most of us would consider a terrific sci fi film
Feb 7 2024,positive,gritty stunning builds a universe on the genius of star wars dune bladerunner et al  i cannot disagree with the critics on the concepts stolen but does this movie not combine the best of elements of the above  epic landscapes worlds dedicated to mining human nature at is worst greed and power and best  where it is unique is in not introducing jedi force magic like star wars therein lies the fantasy of childhood dreams   however we do have several magnificent samurai  who although they do not use magic are so incredibly talented that we are being led to believe that they alone can take a stand against a hugely powerful controlling empire like governance  the magnificent seven the samurai too were outnumbered but not outgunned  in this first movie the inspirational characters needed more development they needed to perhaps survive an attack and realize that they needed to split up and rally their own factions over time  the village is merely symbolic here its about the struggle against a cruel oppressive rule a fight for peace through autonomy a drive for fairness and respect in that respect it is or should not be the seven samurai sadly the closing scenes are the seven back on the original planet perhaps the second movie will see people and weapons flocking to the planet but somehow i doubt it sadly those super hero types will be held responsible for the defense rather than use their influence to gather support inspire resistance against the oppressor lead a truly sizeable force  but then will we criticize for copying star wars again easily done but unfair every historical battle has had its unequal sides but always had the weaker been able to take stands against the stronger  should the resistance in this movie franchise start a guerilla war  inflicting stings and retreating into the shadows or will we then criticize it for representing the futility of our own struggles against oppressive governments and controlling mega corporations  ultimately it may come over as a twee feel good movie based on the fantasy that a small number of skilled individuals can single handedly deliver us from tirany  i wish is the downfall of any review lets look at what we have consider the concepts the screenplay the cinematography the predictable script the heroes the obvious weak points in the oppressive regime and realize that those of us who hoped for an adult scifi have sadly been let down at least there wasnt a gun toting raccoon and small taking tree in this one  do we think the producers and directors had to fall foul of the modern movie scourge of general box office appeal  capitalism scores another nail in the coffin of individualism and uniqueness
Feb 5 2024,positive,rebel moon part 1 a child of fire  57  so from the get to i had mixed feelings about this movie it was okay it was not as bad as some or the internet portrayed it to be but it was by no means great it felt like a rushed edgier version of star wars the fight sceens were great that was the bread and butter but the actual character development and plot seemed extremely rushed for starters so the main plot the army needed to take over this planet to feed its entire army and then a gang of like 6 people were going to take on this army seemed very far fetched the twist was unexpected but it was also a character that i most liked so far so that caught me off guard overall it was worth the watch for the fight scenes and pure action alone but this movie is no second coming of star wars or any space saga  hopefully the second part will be alittle better and i will be there to check it out the robot ended up being my favorite character for what it is worth official sundaynightstreaming rating of 57
Feb 5 2024,positive,i realy enjoyed this film best film i have seen this year 2024  lots of action good acting and special effects i also liked the story  part 1 and i cannot wait for part 2   i am going to watch it again and update my review further
Feb 5 2024,positive,five adults watched it five adults enjoyed it of course it is founded on kirosawas  seven samurai and is not the first to do it but does that make it any less fun  not for us
Feb 4 2024,negative,the visuals are interesting at times especially the alien creatures and some of the ship and the sound effects are very good for me i cant think of a single other positive this is simply an extremely poor movie possibly the worst i have seen in over a decade the dialog is just atrocious the acting at best wooden and the plot somehow manages to be super predictable and at the same time absolute nonsense action scenes were so poorly done that they were immersion breaking i struggled to watch    i think the only reason to watch this is for the curiosity of wanting to watch a high budget car crash of a movie
Feb 4 2024,negative,its as if someone with no knowledge of the genre looked at what they thought worked in every other scifi movie and threw it together in a willy nilly way    its as if donald trump made a movie
Feb 4 2024,positive,i dont see how its low rated i thought it was a series and i wanted episode 2 but it was too long to be one episode cant wait for part 2 if the only knock is it borrows story parts from other movies then that tells you all you need to know its a great movie and they just found something to give it a negative review watch it i really liked it anything in space has to be compared to star wars so if its not a star wars story its a problem ridiculous banter i tell you
Feb 4 2024,neutral,ambitiousness and worldbuilding are the key elements of the film but lacks in character depth and originality
Feb 4 2024,negative,i should like this movie it is sci fi action great effects but for some reason i didnt when i thought about why i realised it is because i had no affinity with any of the characters i didnt really care if they lived or died the only one i warmed to was the faceless robot there is no soul in this movie
Feb 4 2024,negative,really pretty scenes with a less than story i actually love all the cast but the script story and pacing were lacking
Feb 4 2024,positive,this story has obvious parallels to the seen samurai the first part is about their selection ending with their return to the village and the resurrection of the evil outlaw part two will undoubtedly continue the saga of the defense of the villagemoon not sure what all the fuss is aboutits like complaining the magnificent seven wasnt as good as the original samurai film just make some popcorn and chill
Feb 3 2024,positive,if you love scifi and love fantasy rebel moon will not disappoint     zack is building such an epic universe and this film feels like its only scratching the surface     sofia boutella is an incredible leading lady and ed skrein as admiral noble is terrifying     if you cant wait for the rrated cut i highly recommend picking up the novelization the pg13 version doesnt do the story justice
Feb 3 2024,negative,beyond bad incoherent derivative sloppy boring the narrative was nonsensical the action was boring the stylish cinematics were interestingin 300 now they are just tired massively overdone and forced  the movie was overly long while still managing to feel like another two hours were needed to actually clue the audience into the motivations of the many characters none of whom were anything but one dimensional caricatures of bad tropes to begin with  i truly wish i could get the time back in my life that was wasted on this utter garage of a movie  i knew exactly what was going to happen at the end even while there being nothing whatsoever that could have clued the audience in why because it was the stupidest possible thing to happen and that tracked with how bad the movie was  the only halfway decent thing about the movie were the special effects too bad they were so horribly wasted on this trash movie  now pardon me while i leap is slow motion through the air in exactly the same way nearly every character does to come crashing down with whatever random weapon assigned to me onto something that will have zero actual consequence again oh just for giggles again once more because its apparently my signature and my fans wont know that its my review without it being done again and again seriously this movie sucked
Feb 3 2024,negative,omg the slowmo shots in every action sequence the story was simple worldbuilding mediocre a fine movie wish it was set in a richer universe star wars
Feb 2 2024,positive,a visually stunning and engaging movie like any first entry the focus is on world and lore building so the story does come across a bit linear and straight forward but there is definitely depth and lots more to know before it can be termed simply as a star wars rip off maybe this was what the new trilogy should have been 
Jan 31 2024,negative,film with a fantastic heroine a phenomenal killing machine the depicted world is somewhat absurd plowing the land using a horse and plow accompanied by spaceships simplicity mental shortcuts and stereotypes
Jan 31 2024,positive,i think people need to not be so over critical about this movie yes it not very original but what is these days the cast is impressive and delivered in the acting department the story was predictable but the majority of stories are these days i say its not about if it is original but how well the already done ideas were executed i personally thought this movie was executed very well hell i liked this better than the first part of dune and i love dune scifi movies are mostly garbage right now so this was a breath of fresh air for me i just think everyone should give this one a chance or even a second chance if they didnt like it the first time
Jan 30 2024,positive,not a great movie on many levels i still watch part 2 though maybe somehow this gets better part of the world is intriguing
Jan 30 2024,negative,the action sequences are ruined by the constant use of slowmotion the story does not make sense and the characters are bland
Jan 30 2024,positive,the action and visuals are great some of the choreography appeared slow at times though  the villains are vicious story can be predictable but so was dune still a good watch
Jan 29 2024,negative,the movie ruined my saturday evening but i couldnt turn it off because i kept hoping it would get better    i knew about the bad reviews and the story which is quite close to star wars i usually dont mind that at all and i thought that the bad review could have come from a lot of star wars fanboys who just wanted to hate around    unfortunately the movie is really bad its like someone watched star wars drunken while reading a fantasy novel and the next morning made a movie out of what he could remember     in one of the comments i read something about dazzling lights or dazzling scenes thats not an exaggeration and it is not meant in a figurative sense really disturbing
Jan 28 2024,positive,highly recommended not sure what is wrong with the critics as they seem to have forgotten what pure escapism is
Jan 28 2024,negative,fun visuals terrible terrible terrible writing
Jan 28 2024,positive,im glad that i didnt listen to the reviews i really enjoyed it maybe no emmys in its future but worth the watch
Jan 27 2024,positive,id describe it as a star wars wannabe movie  pretty much the same plot line  but they didnt quite pull it off  visually it was excellent but character wise and plot wise it just didnt resonate all the way  really bewildering character decisions that keep the plot going or turn it on a dime like putting a weapon in the hands of your enemy telling them to do one thing then being surprised when they use it on you kind of thing also the actors and actresses were a little to glam looking for the character experiences they were representing that didnt quite work for me
Jan 27 2024,negative,just another lowquality girl boss movie with exceptionally mediocre acting and i have so many questions why does charlie hunnam just stand in the background not talking for almost the entire movie why keep introducing main characters halfway through the film how is it that the farmers have no weapons wouldnt they all be dead long ago too many plot holes
