Dates,Scores,Reviews
Feb 15 2024,positive,its simply a film for relaxation well it offers good fighting sequences eyecatching visuals and plenty of action scenes however in terms of content meaning or the ending is it a new superhero for us to look forward to theres nothing more to it just constant crushing banging and fighting sounds echoing in my ears
Feb 14 2024,negative,the plot and the script were terrible the acting was incredibly awful the rock just tried to make a cash grab film and wound up making a trash film
Feb 6 2024,positive,this was amazing my only regret is not seeing it in theater
Feb 3 2024,negative,terrible movie johnson brooding look through the whole movie painful  decent characters but a god awful script
Jan 26 2024,neutral,i thought it was boring  just more cgi explosions
Jan 22 2024,positive,its a whatever movie with a lot of star power and fun to be had that make it more than it is 610
Jan 18 2024,negative,the rock was so much better in jönssonligan
Jan 17 2024,negative,come on dc i cant stop thinking about just how awesome this project could have been but instead we got something completely mediocre
Jan 6 2024,positive,amazing movie i dont understand how it got 38 should be at least an 80 the cinematics were so good breathtaking absolutely loved it
Jan 5 2024,positive,great movie i dont know why its ratings are so low
Jan 4 2024,positive,it was a good twist on a hero funny and great visual effects
Dec 29 2023,negative,a very boring movie just a couple of hours of blue flashes
Dec 27 2023,positive,good action okay story
Dec 26 2023,positive,not bad but flawed and not the epic i was hoping for
Dec 26 2023,negative,an absurd and uncanny dc movie packed with niche cgi and acting performances
Dec 24 2023,positive,it is a very okay movie
Dec 24 2023,negative,i wouldnt say im a big fan of these types of films but i am a fan of dwayne johnson so i was really looking forward to this as i followed him and how hard he trained for the role that was meant for him however the film is pants he looks great and theres action but the script is awful just didnt drag me in and get lost in a film type of film at all really disappointed and sadly couldnt even watch to the end it was so poor and boring and very cheesy in parts
Dec 22 2023,positive,i dont know why i heard trash talk about this movie my kids and i loved it thoroughly entertained
Dec 22 2023,negative,honestly the movie just had way to many stories to tell heros we knew very little about it was a one watch wonder
Dec 21 2023,negative,pretty bad not going to lie but it at least was funny because of how hyped the ga was to see this after more than a decade of waiting
Dec 20 2023,positive,was better than expected id say its on the level of man of steel on rating among the better ones dc has released being an antihero main character is great definitely excited on the next installment also other reviewers seem to be too harsh nowadays
Dec 20 2023,negative,too much action with very little actual storytelling this is basically two hours of people just beating each other up albeit there are some legitimately funny gags sprinkled in throughout but that doesnt save the movie couldnt recommend
Dec 19 2023,positive,wow talk about one big ole mishmash of cgi
Dec 19 2023,negative,i love the whole superhero genre of films and tv series not the actual print comics per se and not the animated stuff but the films the movies the one with humans metas and superheroes on screen    that whole torturedsoul personaldemonstoovercome lifeisntautomaticallyeasywhenyoureasuperhero thing works for me well that and the worlds they live in    two of my my recent favorites are doom patrol and pennyworth even the minor characters in pennyworth are delightful everything about pennyworth is delightful and doom patrol for all its fantastic story elements has some deep messages about finding ones purpose and power    i love the mandalorian hes a super hero in his ow way    i dont know if ive ever watched a batman movie i didnt at least like    and then theres jessica jones guardians of the galaxy and daredevil i love em all    so with a reasonable expectation of a most enjoyable evening ahead i watched black adam last night    ugh what a bunch of cgidependent drivel the good guy super hero team was meh af there was no chemistry between the characters no humor worth noting no credible personal transformation boring plot special effects so repetitive and overthetop it made me yawn  and fall asleep    fall asleep do you hear me yeah i was tired from sauntering around earlier in the day but 1 i dont fall asleep watching movies and 2 i dont think ive ever fallen asleep during a superhero movie    but this show a waste of 2 hours and 5 minutes of my life idve rather watched reruns of doom patrol any day    well serves me right i do usually check rotten tomatoes before watching a move and when i checked their site afterward i saw the movie got a splatted 38100 review thats about right imo
Dec 16 2023,negative,how is this garbage fan rated this highly did we all see the same movie
Dec 16 2023,negative,stole a great deal of opportunity and potential by burying it in hollywood aspirations and plans without properly using the comic material
Dec 15 2023,negative,i literally couldnt even get through it
Dec 13 2023,positive,i absolutely loved it a lot of action and a great story line
Dec 12 2023,negative,sucks so bad so much potential
Dec 8 2023,positive,an ancient civilization is in trouble and can only be saved by a young person who needs to seek out the powers of a demigod who is jaded and cynical and unwilling to help and that demigod is played by dwayne johnson     i didnt expect much but i definitely didnt expect moana  
Dec 6 2023,negative,rotten tomatoes got this one right usually i like movies with dewayne in it but this one sucked i just cant get into it i have tried to watch it a few times and i never get very far id say to skip this one
Dec 4 2023,negative,once again the rocks neverloseinafight contract gets in the way of any real character development  i mean how fragile does a mans ego have to be to demand such a stupid contract in every project he does
Dec 4 2023,negative,this movie had so much potential but was written so poorly why beat up the good guy put him in jail and then beg for his help at the end great actors good special effects could have been a great movie the writing sucked
Nov 28 2023,positive,it was a comic based super hero movie i liked it needed a sequel
Nov 22 2023,positive,this movie was amazing dont let the critics fool you we all know why they sent their troll farms to downvote this movie touches on subjects no one else is willing to speak on and i hope to see more of it in the future
Nov 17 2023,positive,black adam holds hits and misses aplenty but i think i got enough out of it by the time the credits rolled    the most standout part of this 2022 dceu flick is its humour albeit weirdly what i mean is that i found the comedy to actually be fairly amusing much more so than i was anticipating but the way it is placed into other events onscreen is very messy and almost forced    its as if they made the whole movie without humour and then went back and placed bits throughout like id be watching a gag and it would make me at least smirk though it would be surrounded by more serious moments so it comes across as unconnected its weird perhaps just a me thing    lorne balfes music is good i particularly enjoyed the justice society theme in the end titles  added it to my playlist already as for this films other elements i found the action to be well done  and as such the editing the special effects at the beginning for kahndaqs backstory isnt great though ive seen a lot of films early 2010s mind you use that sorta effect and it rarely comes out positively    castwise i have no negatives dwayne johnson fits the titular character as youd expect i wouldnt say his performance is anything all that great but what he gives is enough  when coming to terms with amons superhero ideas johnson plays off the learning on the job angle well    aldis hodge pierce brosnan and sarah shahi are solid mohammed amer offers good comedic relief definitely the one that got the most chuckles out of me the characters of noah centineo and quintessa swindell feel derivative though marwan kenzari is thankfully more villainy here than he is in 2019s aladdin    a more thorough execution and i may have loved this in the absence of that id simply class it as passable
Nov 15 2023,positive,a little darker than shazam overall a pretty decent movie the action was well executed the acting was ok dwayne does well as adam
Nov 14 2023,negative,holy crap pretty annoying story and characters flat attempt at some realworld allegory pierce brosnan shines as drstrange copy with shiny helmet but the rest of the cast is pretty underwhelming  including the rock and i typically like his charactersmovies but he doesnt properly fit the role character decisions are mostly dumb and their interactions feel forced for more action scenes its an okay btrash superhero movie if youre bored and either have a couple beers or the finger on the fast forward button but nothing that you will positively remember for long for its movie quality somewhere in there is an interesting arc for an antihero but oh boy does the script butcher that idea
Nov 11 2023,positive,i really enjoyed this movie great cast for the most part  some parts of the story did feel kinda weak and a little lets do a fight scene just for the sake of it  but overall enjoyed the movie and happily watch it again
Nov 10 2023,positive,a good watch especially for the fx and if you dont take your fun too seriously
Nov 10 2023,negative,this was bad and dc fans have zero taste 
Nov 8 2023,neutral,wasnt very good the rock wasnt good but the justice society of america characters were cool
Nov 5 2023,positive,this movie is better than it gets credit for not perfect but you dont even have to be a dc fan for it to be well worth a watch    i think this is the best movie visually from dc in the last decade maybe barring zss justice league the cgi was leagues better than what we saw with wonder woman dr fate and hawkmans appearances were especially stunning    some really cool characters were introduced as well unfortunately dr fate was nerfed into oblivion though this is understandable plot armor to not detract from the protagonist a plausible explanation wouldve still been nice though also nabus part of dr fate evidently doesnt exist in this universe still i would love to see more fate and adam going forward sadly it doesnt look like this movie will make it as canon going into dcs reboot though
Nov 3 2023,negative,its kind of dull with punctuated moments of an interesting origins story and some decent cgi if it was a half hour shorter it would have been better the endless cgi fight scenes made me lose interest
Oct 31 2023,negative,make a compilation of movies with a rock and you will not see the difference in his appearance
Oct 27 2023,positive,it was a solid movie some of the characters were cool
Oct 20 2023,negative,the action may be visually impressive but everything else about it is not nearly as impressive predictable plot boring characters all around and almost nothing to make you want to see or make anyone else see it
Oct 18 2023,positive,not my favourite super hero film but certainly entertaining and well made  and definitely a standout in the dc film franchise  dwayne johnson is pretty reliable to pick a good project these days  this role is perfect for him and i hope he gets to do another black adam though thats not looking likely after the box office performance of this film  its highly watchable though
Oct 15 2023,positive,now this was an amazing superhero film this is the film that wb needed to revive the dceu amazing score by lorne balfe amazing directing by jaume colletserra and even the vfx are amazing i absolutely loved how black adams story played out and the twists and turns that came with it pierce brosnan was perfection as dr fate and his chemistry with hawkman was fun to watch and the characters were given real weight above anything in the avengers the action is choreographed excellently the cinematography is spectacular the film as a whole is what we dc fans truly want the only reason i do not give it a full 5 stars is because it needed to be longer to truly flesh out some of the characters some of the vfx was a little off there were a few brief cheesy scenes very brief fantastic film overall bring back henry cavill
Oct 15 2023,positive,as usual the film critics got it wrong again this is a movie made for teens and scifi geeks like me and although flawed it was a huge improvement on most dc offerings i would recommend watching
Oct 12 2023,negative,a movie that could have been so very much more but once again we detect the stench of the corporate hitmen dumbing down the content to a level the average amoeba might be attracted by the changing light levels   a disjointed plot line showed only where the axe had been swung indicating that most of the film ended up on the cutting room floor rather than on the screen rated a wellearned two stars as a result so be grateful
Oct 10 2023,positive,every super hero movie does not have to follow the cookie cutter theme this is one that breaks the mold and the rock is just the person for the job this is a must see movie and if you dont love it the first time watch it again i loved it even more my second sitting there is a solid plot and solid reason for the movie and a solid main character who does not try to be the good guy so yep he kills people hes violent and for a good reason the supporting super heros are okay but they have their place so it works so called professional movie critics dont know everything getting paid to criticize and giving it a 38 shame on them easy 90 plus in my book and better than every other super hero movie for sure
Oct 4 2023,positive,this was desperate swing and miss from dc black adam has too much emotional for the rock while i liked seeing the justice society killing off dr fate was wrong as his story could of totally expanded while hawkguy and then wind girls cant
Oct 4 2023,positive,so confused by the lack of enthusiasm for this film i am a huge fan great story fantastic action sequences and dj himself performed the role to perfection still a lot darker than marvel so keeping with its own signature but small humorous pieces to lift it very well done dc
Oct 1 2023,negative,dc has had tough luck with its movies in the last few years and this one is another example of why dwayne johnson was a decent choice for black adam however the plot stripped the character of all motivations and had a poor excuse as the reason why the movie had potential with all the ad campaigns that were used but ultimately was a letdown
Oct 1 2023,negative,it was so boring and slow i struggled staying up to watch it
Sep 29 2023,positive,finally sat down and watched this movie and while its not the best superhero movie out there its definitely not the worst everyone played their roles well kind of a shame that the mid credit scene in this movie means absolutely nothing now though
Sep 28 2023,positive,it was actually a good movie better than shazam movie 1  2
Sep 26 2023,negative,bad film predictable and stolen
Sep 26 2023,positive,loved it hoping theres another lots of action little comedy and pleasing to the eye 
Sep 24 2023,negative,contrived and confused storyline endless fight scenes the justice society is a budget airline version of the justice league weak excuses for no established superheroes from the dc world feeble catch phrases no emotional engagement a well earned flop
Sep 23 2023,positive,visually satisfying piece of fantasy work not much dialogue and a little short on character development continuity problems since a man who has been dead for 5000 years should not know what a lunch box is for example escapist fun if you just relax and enjoy it without being too purist
Sep 21 2023,positive,this movie was awesome seriously i love the different take on a antihero that i knew nothing about but now am totally in love with to be honest dc hero based movies are always so cliche that wanna be depressing emo boy batman knock off was a disgrace too but for once i enjoyed a movie from dc my new favorite movie
Sep 20 2023,positive,i actually enjoyed black adam  not sure why it gets a bad rep or that there wont be a second movie   it was different and didnt follow the typical stereotype for a superhero movie   would definitely see it more than once and recommend it to others
Sep 18 2023,positive,its not as bad as a lot of reviews make it out to be  its a good origin story for a not as well known antihero cgi was hit and miss amd the main villian seemed like an plot grab to hype up black adam more than anything side heroes were ok but left something to be desired  it resembled deadpool im this fashion and not in a good way i did appreciate that aside from black panther they finally did an ethnic super hero movie with without needing to race swap characters and yet they still did with hawkman  good but could have been better
Sep 17 2023,positive,not a dc fan so not sure how it compares to the comics it was a good enough super hero movie following closer to the thor playbook
Sep 11 2023,negative,this was woke  which didnt surprise me and very demonic not good at all the rock was good at acting but everything else of this movies was demonic or woke
Sep 10 2023,positive,loads of action good story with a twist great balance between action and humor i honestly have no clue why critics think this movie is a disappointment
Sep 8 2023,positive,overall not too bad except for thd brosnan character
Sep 8 2023,positive,i thought black adam was fun and well done a lot of great action and the cgi was solid compared to a lot of the recent super hero movies dr fate was incredibly well done among my favorite in the dc universe lineup
Sep 8 2023,positive,i really enjoyed this movie  its not very deep but its a fun action romp and very enjoyable unless youre expecting something profound
Sep 3 2023,positive,i enjoyed this movie even though it wasnt perfect black adam dr fate and hawkman were well portrayed   had several truly fun moments but could have been better
Sep 1 2023,negative,childish logic who wrote this script what a waste of ip what a waste of time for the audience
Aug 31 2023,neutral,black adam moved at breakneck speed with loads of action  at least most of the time the movie would slow down occasionally for some exposition the writing is not great in this the film is digestible enough but it never really does one thing well whether its the undercooked characters forgettable action or a remarkably generic villain they do at least try to give black adam some character development but its never really reflected in johnsons performance just stating facts here and i blame the writers not him since we know the rock can act aside from peirce brosnan who is phenomenal their arent any good performances and overall the movie has a feeling that its very generic somewhat rushed but still entertaining for all that
Aug 31 2023,negative,so bad no words can describe part boring five parts cringe plus extra bonus of sheer stupidity its not like marvel films are the epitome of fine cinema but in comparison they are not as bad as that cmon dc you can do better than this
Aug 31 2023,positive,wow paving way for a future of new dc films cant wait to see what lies ahead great cast and special effects
Aug 30 2023,negative,the only way this can have a 90 audience score is from bots because anyone more sophisticated than a bot would find it tiresome    wastes a fantastic cast with a plodding mundane film with action scenes that look like an unreal demo from five years ago i hate tearing it apart as i know how much money and time was spent on this but clearly one of those things where the whole is much less than the sum of its parts    sarah shahi and the kid are a great start and then everything thats added just makes it worse and worse the rocks character just seems irritating and the movie has little humor or heart    incredibly disappointing considering what couldve been
Aug 29 2023,neutral,i watched the movie about 4 days ago on the plane now everything is kind of a blur the rock is in the movie as tethblack adam there are a bunch of side characters including 4 heroes amanda waller is on screen briefly and a bunch of disposable henchman soldiers a lot of cgifilled battles ensued sabbac showed up near the end good guy won the end the movie helped fill up 23 hours of my time on the plane but to be honest just about any other movie will do just as well give it a go if you like the superhero genre i guess
Aug 29 2023,negative,it simply ignored the lore and history of the characters bland and slow passed no real story to say
Aug 28 2023,negative,only gets a half of a star because thats the lowest rating i can give it
Aug 28 2023,negative,had such potentialbut  was an absolute waste of time put together with candy floss and wet underwear if anyone acting in this film or who made it is proud of themselves then theyre were fat kids at school that came last at sports whose parents told them you did amazing sweetie
Aug 27 2023,neutral,movie about a wannabe that attacks superhero posters
Aug 26 2023,negative,the storyline drolled on and on the rock in an awkawardly cut suit basically grunted for the 1st 13rd of the movie and had very little character development black adam was very overpowered and the side characters were all new to the average audiance member worth a stream but i wouldnt pay to rent it
Aug 22 2023,positive,i dont know why it got bad critics reviews but then again who listens to them anyway the effects were really good storyline was decent but expected and lets face it i would rather see a god rip someones arms off than just knocking em around the movie was kind of cheesy but definitely not as bad as the critics reviews its worth a watch
Aug 22 2023,positive,some of the writing was a little weak and a bit silly in places   sometimes entertaining but overall it would have been better as a 30 minute youtube video
Aug 21 2023,positive,beautiful storyline a couple of interesting twists about the 10th adams sonfamily nonstop action but somehow its not overwhelminggratuitous its just right theres a good scene after the credits thatll have you waiting for part ii  so stick around
Aug 21 2023,neutral,i just kept asking myself why why introduce a new dc superhero when the main bunch need more development and how does black adam fit into the universe and who were these other random new superheroes too once i got past those questions the movie was decent 52
Aug 19 2023,positive,solid superhero movie with good renditions of some of my favourite blist characters
Aug 19 2023,positive,its just fight when a fight was over another fight start até least já not boring
Aug 19 2023,positive,essentially a fantastic cinematic experience  very cool
Aug 15 2023,negative,they should have just made a doctor fate movie instead because pierce bronson stole this film the rest was just a mess and im a fan of dwayne johnson
Aug 15 2023,negative,the film initially received an r rating due to several gruesome death scenes and many cuts had to be made to the film to receive the lower pg13 rating     that is all you need to know about this movie a team of executives producers writers a director an entire team of absurdly over paid people pitched an idea for a movie based on a comic character    they then hired writers to take certain elements and plot lines from the characters long history and make a movie out of it    they then hired directors the highest paid yet most one dimensional actor in history to front it    they spent months having rewrites and changes spent months filming scenes over and over again when they were happy with it it was sent to post production where a team of very highly paid people plastered the movie in special effects    they had it in a studio for weeks to months with music being composed overlayed sound lines being rerecorded foleys producing sounds for movements and atmosphere then all of the audio was mixed and overlayed in a way they were happy with    and then what happened they took a finished product that they were content was a good vehicle to tell the story and completely buthcered it removed any scene that had the character acting like the character he is supposed to be removed any and all scenes that could possibly be deemed as too much for a child by the ridiculous american mpaa they watered down and hacked chunks out of their own product to sell more tickets even though it was already guaranteed to be a financial success since it has the rocks name attached to it they destroyed a story that they themselves had concocted and the end result is a completely different end product than what was pitched and even different from what was originally filmed its dumb it is completely and utterly moronic if you dont want to make an r rated movie and want to make yet another generic child focused brightly coloured pun filled movie that has about as much depth as an episode of peppa the pig then do that dont take a character who historically has had stories revolving around adult themes shoot an entire movie retaining the essence of the character and then proceeding to intentionally destroy any semblence of that character or the themes you were part of creating in the first place    i dont care for the rock personally zero acting ability and a selfish attention seeker in real life but this movie could and shouldve been good he cant act at all but he already has the ego and arrogance that could fit this character instead we get the most generic predictable and low effort childish movie that dc has ever churned out
Aug 14 2023,neutral,this movie is not really that good it has some interesting action here and there but its just hard to take seriously the rock is great but hes trying to be way too serious in this movie and its just kind of dumb in my opinion
Aug 13 2023,positive,sigh there are so many of these big budget mediocre super hero movies they are getting hard to tell apart  it is fine if you dont want to use your brain  the rock is fine  he is charismatic as always and they spent a bunch of money for stuff to go boom  but like a bunch of other movies it is just incomprehensibly dumb  i have no idea what the rocks motivation was  maybe he missed his dead son or something  there is this other wb superhero group called the justice society that whoa we have never heard of but rip off everything from other movies deadpool xmen etc including the two junior members that add absolutely nothing to the movie i could go on but you get the idea  one really weird thing in this movie  this is some made up middle eastern country occupied by unnamed mercenaries that the movie is cheering the over throw of  the movie is not explicitly antius but i wonder what the heck they were thinking when making this i mean the whole overthrow the oppressor thing is quite obvious
Aug 13 2023,positive,action action action action fast paced and straightforward action superhero movies should be more like this
Aug 12 2023,positive,the storyline was great lots of action and not your stereotypical hero plot highly reccomend watching it atleast once
Aug 12 2023,negative,the cgi was fine dr fate was cool but overall i just didnt care about anything that happened in the movie i didn see the point 
Aug 9 2023,positive,i feel like the neighbors kid off of the incredibles watching mrincredible in the parking lot with his car that was amazing havent seen a good movie like that in so long applauding as tired as i am with watching superheros everything about this black adam was entertaining had a great laugh in the end they always turn out to be a hero regardless but protector would be a different kind of perspective of seeing change game changer
Aug 9 2023,positive,movie was everything i wanted say what you want about the rock but his movies make bank the movie does focus more on the spectacle more than the story but first tell me what you know about black adam he isnt known in the comics as a deep character with a supporting cast so this movie does focus more on black adam which is fine for me if anything this is the best depictions of isis  osiris yet and they dont even have powers in the movie ill care about the jsa in a jsa movie for what they were here i was ok with also pierce brosnan steals every scene he is in     the action is chefs kiss you can tell they really put in the work to spotlight all of the characters powers and fight scenes were top tier so much vibrancy and eyegasmic shots elevated the movie for me and man lorne balfe went ham on this sound track this movie sets up a lot of things that i personally am looking forward to     when it comes to all this unnecessary divisiveness on social media about this movie and the dceu as a whole i honestly dont care have your opinion and ill have mine all the arguing is funny when you see it i simply loved this movie and cant wait to see it again and see everyone debuted in this movie again in future dc projects i left the theatre genuinely and unapologetically happy af     only 1 mid credits scene and even though i heard rumblings of it i still had enough doubt in my mind to truly enjoy it im very excited for future projects
Aug 6 2023,positive,i think the movie was kind of good because it was a dwayne johnson movie plus it had my favorite anti hero i was obssesed with it for 5 years now i think then after the movie it was a really good movie but then your brain tells you about the slavery scenes and sometimes you get worried so if you are some person that has that dont watch it but overall i recommend it because it is sort of funny has a good amount of violence enough for your kids to see and it has good courage also the right amount of powers so i do  recommend it for people that dont have that brain problem
Aug 5 2023,negative,oof unwatchable super hero movie starring a near unwatchable actor whose only real skill is muscle flexing cant imagine why this movie is so bad just plain bad does he walk around posing in front of mirrors all day  the dialog such as it was never developed into any plot then this black adam decided to be shazam with a bit of superman maybe lois lane too i dunno it was awful stop casting dwayne johnson expecting a meaningful movie of any kind he grunts he moans he poses he sweats he grimaces he does eye rolls he lifts heavy things  thats all
Aug 5 2023,positive,im not sure why the critics let this movie down but as a huge fan of dc and not so much of the rock mainly for politicle reasons  this movie was solid action packed enjoyable ok storyline but over all decent watch id watch it again  too bad they ruined it by canceling super man
Aug 5 2023,negative,i quit a half hour before it ended lifes too short to spend it watching black adam same old routine superhero tedium overstuffed with huge fights smashed skyscrapers energy beams coming out of hands or eyes exception some evil characters can also shoot energy beams from their mouths magical orbs and cartoonish eithergoodorbad characters which all seem to be impossible to kill so the stakes are zero   take a look at batman tas if you want to see excellent work bringing action comics to the screen
Aug 5 2023,positive,the movie was awesome rock was great
Aug 5 2023,positive,i really enjoyed this movie black adam tried to do a lot  introduce a new protagonist  i cant say hes a hero establish the jsa and expand the dceu much to my surprise they stuck the landing duane johnson was fine it was a typical rock performance  not great but he got the job done pierce brosnan and aldis hodge were fantastic as dr fate and hawkman noah centieno and quintessa swindell were quite good as atom smasher and cyclone the action scenes were extremely well done and the fx were superior this was not a colorybynumbers super hero movie it avoided the marvel formula as well as the snyderverse grimdark approach black adam was fresh and exciting and well worth watching fans of aquaman shazam ghost rider spirit of vengeance and shangchi will probably enjoy black adam
Aug 4 2023,negative,maybe dc has plans for a green lantern and black adam team up that would be really explosive considering both of those movies bombed
Aug 4 2023,positive,if you like the comic maybe skip this one it does not honor the antihero vibe strange choice to do a next gen when the original stories arent really out there and are really great atom smasher cgi is super cool but the way the character is written hes kind of weak sauce atom smasher is super disappointing because hes a boss in the comic with a lot of exciting action and storyline potential    it had the potential to be great but it needed more thoughtful story and character development if you like action and dont care about plots or people go watch
Aug 4 2023,negative,this movie has 3 sides   1 good cgi and battles overall  2 humor almost cartoonlike  3 an empty plot without any sense    2 annihilates 1 and 3 makes sure this movie will be forgotten really fast
Aug 2 2023,negative,such a group of lame heros what a boring movie
Aug 1 2023,positive,this has got to be one of my favourite dc movies just through the appearance of dr fate made this movie amazing however this gets 4 stars as dr fate dies in his first appearance on the big screen
Jul 31 2023,negative,poor another generic special effects film that is weak on story line not really worth the effort
Jul 31 2023,positive,black adam is an electrifying superhero film dwayne johnsons outstanding portrayal mindblowing visual effects and compelling storyline create a mustwatch experience    as a passionate fan of superhero movies i had high expectations for black adam and im thrilled to say that it exceeded them in every way dwayne johnsons portrayal of the titular antihero is nothing short of spectacular bringing raw intensity and depth to the character that truly showcases his acting prowess
Jul 30 2023,positive,the film is good the protagonist is excellent the characters are well developed the villain despite being generic is essential to the plot of the film my rating for this movie is 910
Jul 29 2023,negative,disjointed with a completely lacking storyline terrible casting terrible editing could only bare to watch for a short time one of the worst movies i have ever seen absolutely nothing in it to keep the audience invested or engaged
Jul 27 2023,positive,being a long time comic book fan the rock really did this justice fight scenes are awesome and i like the character development of black adam most people dont like this movie for movies sake but you got to remember these are comic book movies for comic book fans if youre a fan of those youll be a fan of this the only down side i have to this is it shouldve been more brutal and rated r
Jul 26 2023,positive,really enjoyable could have used more jsa members though
Jul 26 2023,negative,one of the worst movies ive ever seen a poorly written story with senseless fight scenes existing solely to add action and not hep the plot
Jul 25 2023,negative,total tripe my boy wanted to watch it so we did i dont like dc or marvel they are all pretty much tripe hes 12 and wanted to see it but he hated how i could predict everything that was happening its because hollywood is one heck of dire film maker and uses the same story in every film glad to see that dc and marvel havent got any better
Jul 25 2023,negative,this was bad like there was way too much
Jul 24 2023,positive,its not so bad just a bit to long after my taste
Jul 23 2023,positive,first off the rock did great and im not even a dc fan im a marvel fan and this was a pretty good movie some of that might have to do with how marvel movies have been terrible lately but i still thought this was a good movie
Jul 23 2023,positive,to be honest i can see why this flopped as even despite a being a big superhero movie fan it lost my attention at times especially at the start with the poor acting of the mother and son who feature constantly throughout i didnt think the action sequences were anything special which werent helped by the cgi not being very polished in parts despite those negatives it was a solid film still and one definitely worth a stream with pierce brosnan being the highlight for me
Jul 23 2023,positive,why not another one
Jul 22 2023,negative,the characters were flat  the rock had basically 1 expression on his face the whole time the only semilikeable characters were the uncle and son
Jul 21 2023,positive,best dc movie to date very cool overall not proamerica enough for the critics
Jul 21 2023,positive,i have to be honest i was drawn in by the hype and advertising and had nothing else to do but watch a film so glad i watched black adam   pure and simple escapism and entertainment from start to finish dj is great in the title role  with rest of the cast all playing their parts well one thing i really liked was the simplicity of the plot well explained and a sound quality which was directed so you could clearly hear conversation with no mumbling or excessive background noise this will be a very successful franchise of many sequels dc have a winner here that will rival and push marvel the critics really dont know what the public like ignore their silly academic nonsense this is a really good film
Jul 20 2023,positive,just a blast from start to finish a real easy watch that can be enjoyed many times
Jul 19 2023,positive,this movie is definitely a movie i know because my controller was not responding in the movie theater my least favorite part still a good part though was when they said its racism time and n worded all over everybody my favorite part was when they said im about to blow and some random white liquid covered mr black adam  in conclusion this a movie that has rock from fortnite and peely from real life i hope that you watch it so you get to see a movie that happened once also i fell asleep in the theater so this is actually a review of my dream thank you for reding
Jul 19 2023,positive,good movie with a decent story line have no idea why it got axed great effects and fight sequences
Jul 18 2023,positive,great super hero movie that is severely underrated by critics
Jul 17 2023,negative,its funny how this movie was supposed to reboot dc yet they gave us a comic book movie that uses exactly the same formula as every other comic book movie if youre going to reboot you need to go back to the drawing board and come up with something fresh and new you can have all the crashing and smashing in the world it doesnt stop your movie being boring and forgettable
